1,9,14,24,30,37,,4
5,14,17,19,35,36,,1
10,15,20,22,24,25,,2
3,14,26,30,35,37,,7
7,10,23,26,28,34,,4
5,11,14,16,18,30,,3
8,12,13,16,20,32,,6
17,18,24,26,30,31,,2
6,8,10,13,18,36,,6
3,8,11,26,34,38,,8
22,25,30,32,33,35,,2
6,7,11,14,33,37,,6
2,10,15,19,28,31,,1
1,11,25,28,35,36,,7
5,24,27,28,29,32,,4
4,5,12,18,24,28,,1
9,13,14,23,29,36,,8
3,15,17,28,29,37,,4
1,3,4,12,21,31,,8
7,10,11,23,24,35,,8
2,6,17,18,29,34,,5
4,7,15,16,23,28,,7
6,18,20,24,31,32,,6
8,20,23,24,34,37,,1
3,10,11,15,20,33,,3
4,12,24,29,35,37,,7
2,20,21,22,25,38,,3
1,2,8,17,21,31,,1
13,18,30,33,35,38,,3
4,5,7,13,15,38,,4
3,4,21,23,24,27,,6
1,5,13,19,28,37,,3
6,8,16,23,31,38,,3
1,3,16,23,32,34,,3
16,18,23,28,36,37,,6
5,8,20,24,28,36,,5
3,4,9,25,34,37,,5
9,10,25,26,32,34,,2
14,20,31,35,36,37,,3
7,14,21,27,32,34,,3
7,9,10,11,19,32,,2
3,8,10,14,29,30,,3
2,14,16,19,27,35,,5
6,10,14,15,16,17,,2
5,20,24,26,31,36,,1
5,6,7,17,33,35,,3
1,3,10,20,24,32,,4
12,13,29,33,37,38,,8
3,24,25,27,35,36,,8
3,4,7,9,27,28,,8
2,8,9,17,37,38,,4
8,13,20,23,31,35,,5
6,7,9,10,13,26,,7
5,9,17,29,34,35,,7
4,16,17,22,29,38,,3
1,7,15,16,25,31,,4
6,14,16,17,26,35,,7
12,18,19,20,24,34,,7
6,7,18,26,27,31,,2
1,4,16,18,20,32,,7
3,10,17,19,23,25,,4
5,16,17,24,34,38,,8
4,13,14,16,21,29,,7
6,10,25,31,35,38,,7
1,14,20,21,25,26,,5
6,15,16,27,34,37,,6
3,4,5,9,24,33,,5
4,8,12,23,25,33,,2
6,23,26,34,36,38,,4
9,10,23,26,31,34,,1
2,15,19,22,29,33,,4
13,26,32,33,36,37,,7
12,13,16,25,31,36,,4
11,13,15,18,24,25,,4
4,15,17,24,26,38,,8
3,4,5,13,32,35,,8
6,11,15,18,23,30,,3
3,5,8,23,24,31,,8
9,21,25,27,29,36,,8
8,22,25,26,33,38,,4
13,15,24,26,28,36,,5
1,4,7,16,18,30,,2
4,8,18,25,30,33,,8
1,7,10,11,16,28,,3
1,10,13,18,19,24,,3
1,11,13,18,23,24,,3
3,6,8,15,24,31,,8
3,6,22,24,31,32,,6
4,7,9,10,16,33,,7
2,6,14,30,33,34,,2
7,8,12,13,16,22,,7
6,18,19,21,27,38,,4
4,8,16,19,22,33,,1
1,13,20,21,26,32,,7
4,10,16,22,34,38,,2
7,10,14,25,28,31,,1
2,4,12,21,25,30,,7
5,7,18,19,30,35,,8
3,4,9,12,24,32,,5
11,12,16,19,20,27,,4
8,10,11,14,20,23,,6
3,5,21,23,31,36,,6
1,18,24,29,32,38,,5
3,6,19,22,28,35,,3
10,15,18,23,30,34,,7
5,10,21,22,26,35,,6
1,2,15,16,26,29,,4
13,20,21,24,30,36,,3
1,6,10,17,19,28,,1
17,18,22,24,25,30,,5
4,5,12,25,34,38,,1
11,22,19,22,23,28,,4
4,5,10,16,17,20,,6
16,19,20,23,26,28,,1
3,15,17,20,23,29,,8
14,18,20,32,35,37,,7
10,12,15,17,25,34,,5
14,22,25,27,29,32,,1
13,20,25,27,30,32,,7
1,20,26,33,36,37,,5
15,21,23,25,26,34,,3
1,2,7,22,27,32,,4
9,11,24,25,26,38,,4
4,10,16,17,29,36,,8
7,10,14,24,27,34,,2
3,6,16,17,27,35,,2
3,5,19,29,31,38,,7
10,16,17,20,25,38,,4
7,12,16,17,19,21,,6
6,13,16,18,19,34,,1
2,12,23,26,28,29,,5
2,4,11,14,24,36,,6
3,11,17,23,24,34,,5
9,26,32,33,37,38,,1
3,10,12,14,19,37,,4
10,16,18,24,34,38,,5
3,5,9,27,30,33,,6
14,16,17,19,35,37,,8
12,13,18,30,32,36,,5
7,11,18,20,26,32,,5
2,4,11,14,35,36,,1
19,23,26,27,33,37,,3
11,23,28,31,36,37,,3
14,16,23,24,27,31,,7
2,18,19,20,26,37,,8
2,7,20,23,25,36,,3
8,11,12,30,33,34,,2
1,6,19,24,30,37,,1
1,3,6,13,29,38,,3
8,16,21,29,30,37,,2
3,8,21,33,35,38,,1
10,12,16,21,28,29,,3
1,4,9,16,27,33,,5
3,11,13,23,30,32,,6
17,18,23,26,28,29,,1
7,11,14,23,31,34,,4
1,2,3,29,33,35,,5
12,13,14,19,35,38,,2
1,3,12,16,24,29,,7
6,7,8,16,20,36,,1
1,4,8,17,30,34,,4
4,9,21,30,33,34,,2
3,14,21,22,24,28,,5
9,17,20,27,28,38,,6
3,7,15,16,24,33,,3
1,5,6,13,22,27,,8
1,9,22,27,30,38,,1
12,14,19,32,34,36,,3
3,7,10,22,27,34,,1
3,4,6,11,14,19,,6
1,3,18,25,35,37,,5
6,22,23,24,25,29,,3
1,3,17,20,25,27,,1
2,11,14,22,23,29,,7
12,15,16,19,26,38,,6
5,8,14,16,35,37,,3
5,14,27,31,34,36,,4
8,14,18,21,36,38,,8
3,5,17,21,22,24,,7
14,22,24,27,29,37,,6
4,7,14,18,31,35,,7
3,4,8,15,35,38,,3
3,14,20,22,31,36,,8
2,4,20,22,25,34,,1
9,13,15,18,22,27,,2
1,8,13,15,22,38,,8
1,13,21,22,23,29,,1
9,14,15,17,28,33,,4
5,7,30,32,34,36,,6
4,16,17,22,24,34,,2
7,8,12,18,24,33,,7
4,10,13,20,26,35,,2
6,9,13,19,28,36,,6
3,7,12,15,32,34,,7
8,20,22,24,33,36,,2
9,11,14,31,32,35,,7
4,10,18,20,32,35,,1
1,5,6,17,28,32,,2
8,10,11,21,22,34,,6
5,20,25,29,35,37,,2
4,11,21,23,28,38,,5
11,14,18,19,29,38,,5
10,11,16,23,33,37,,3
15,20,23,25,26,32,,7
2,10,12,13,18,29,,4
1,3,20,28,33,36,,5
5,10,28,33,36,38,,6
4,17,22,24,28,36,,6
7,8,11,22,25,37,,7
5,14,17,23,28,38,,2
8,21,23,24,27,28,,2
5,7,18,25,36,38,,7
20,25,27,29,30,33,,2
3,15,19,22,28,32,,6
1,7,18,19,20,28,,8
1,3,4,11,12,19,,8
7,9,10,12,27,36,,4
4,7,18,25,28,32,,5
1,2,7,20,29,38,,7
1,4,7,10,19,31,,5
3,16,23,28,31,32,,8
1,24,29,31,33,38,,3
2,6,12,20,36,38,,6
3,11,20,22,26,27,,3
17,28,29,33,35,36,,8
1,6,7,18,28,34,,6
1,2,19,25,30,31,,4
1,4,10,22,25,31,,8
10,14,18,21,32,33,,7
2,3,11,19,24,35,,2
4,10,21,28,31,32,,7
8,10,16,23,29,37,,2
4,6,15,20,32,38,,3
10,13,30,32,36,37,,2
8,11,19,23,25,38,,5
4,11,12,20,26,38,,7
9,19,23,28,35,38,,1
3,8,13,14,16,26,,5
5,13,14,18,26,29,,7
1,15,17,23,27,35,,7
2,10,16,30,33,37,,4
4,5,19,24,31,37,,8
4,5,6,11,18,26,,4
1,3,11,14,32,36,,2
8,17,18,20,33,37,,2
4,19,27,29,35,37,,4
3,7,16,24,27,34,,8
17,19,31,32,36,38,,4
2,25,28,32,33,37,,8
6,12,14,20,30,31,,1
15,16,21,29,31,33,,4
15,17,18,24,25,27,,6
5,6,7,17,23,26,,7
1,10,26,32,34,36,,8
2,3,12,17,22,26,,1
3,9,29,31,32,34,,5
7,17,19,21,22,36,,3
5,6,13,14,26,38,,5
3,15,25,31,35,36,,3
10,19,24,25,30,31,,7
3,8,17,21,29,37,,8
2,6,16,19,35,38,,8
8,11,13,16,24,26,,4
6,8,12,19,21,30,,8
2,10,22,30,32,37,,4
1,4,19,22,30,33,,4
10,16,22,36,37,38,,4
3,12,13,15,36,37,,3
7,9,11,18,31,36,,1
8,15,25,29,33,38,,1
4,6,10,22,27,34,,2
3,20,26,28,30,36,,5
4,6,15,23,33,35,,3
15,17,19,30,35,38,,1
1,5,12,17,31,37,,6
2,7,19,22,33,37,,1
2,4,12,14,28,32,,2
2,10,12,31,33,37,,1
3,13,29,30,32,37,,6
1,7,19,20,21,26,,7
5,8,18,20,22,23,,1
1,6,19,25,34,35,,8
14,19,22,27,31,34,,7
6,14,17,23,24,33,,1
7,8,27,34,37,38,,1
1,6,8,18,25,29,,5
2,11,14,15,30,35,,7
5,6,7,8,32,37,,3
2,3,12,21,25,37,,4
1,8,13,14,16,36,,7
6,10,15,22,29,35,,1
2,10,11,13,27,29,,2
7,16,26,27,33,36,,4
4,6,8,12,15,21,,7
4,6,7,17,32,36,,7
1,3,17,18,21,34,,7
7,11,24,25,37,38,,3
11,20,22,23,27,38,,2
5,15,18,19,24,37,,6
1,15,33,34,36,37,,8
1,4,13,16,27,35,,8
12,14,18,20,24,27,,2
8,9,19,20,25,34,,2
6,17,18,25,27,34,,6
10,19,29,33,36,37,,1
5,20,22,26,30,38,,4
2,12,15,25,30,31,,6
5,10,12,16,23,28,,7
6,8,14,20,23,27,,3
13,22,26,27,36,37,,5
1,8,23,26,27,34,,3
8,19,23,27,32,35,,8
11,18,20,21,24,34,,5
1,3,13,14,24,30,,6
11,12,13,14,25,32,,8
4,5,13,16,32,37,,7
4,9,18,20,33,35,,4
3,16,19,26,31,35,,3
4,6,9,21,32,33,,2
2,5,8,21,35,37,,8
7,10,19,21,27,31,,5
1,7,9,27,28,29,,2
6,10,14,25,29,35,,3
4,11,13,20,22,23,,2
1,9,17,19,24,35,,5
3,4,7,10,15,19,,5
6,10,11,26,27,30,,4
10,15,18,28,31,32,,4
2,9,25,27,30,34,,5
3,15,21,23,30,32,,7
7,11,18,33,36,37,,6
3,7,8,11,13,18,,6
6,8,23,24,29,36,,8
2,4,9,16,19,38,,1
11,17,18,20,27,38,,5
1,3,4,8,14,29,,7
4,7,14,20,23,38,,3
6,12,20,25,28,37,,8
4,9,15,24,29,35,,8
7,16,23,24,29,34,,5
1,2,9,12,14,22,,2
8,13,19,30,35,37,,7
3,4,10,12,20,23,,4
1,4,7,9,15,16,,6
6,11,15,21,26,27,,3
9,11,12,23,28,37,,4
3,9,13,22,23,37,,1
4,12,17,20,29,37,,3
9,17,18,21,26,34,,1
10,12,14,15,34,35,,6
1,3,12,21,23,25,,2
8,15,17,22,26,32,,1
1,11,15,18,29,38,,1
8,9,23,32,35,36,,7
1,10,19,21,24,31,,5
6,26,27,30,32,35,,2
3,4,13,18,25,27,,1
5,10,12,26,35,38,,2
1,11,16,17,19,35,,5
2,3,4,14,17,35,,1
3,5,18,22,27,37,,1
4,9,10,15,17,34,,3
2,13,18,22,23,25,,4
14,20,21,25,32,37,,3
4,5,6,16,18,28,,1
6,15,21,25,28,29,,4
11,13,19,23,31,38,,3
1,6,10,12,29,36,,4
7,16,17,22,31,35,,2
3,7,15,17,21,34,,8
4,15,18,29,34,38,,4
8,12,20,27,29,30,,1
7,17,22,26,29,33,,7
3,14,15,16,20,36,,5
8,13,14,21,24,34,,6
4,16,26,28,37,38,,1
1,15,16,24,26,30,,5
15,16,25,31,35,37,,4
3,7,21,35,37,38,,3
2,4,6,17,29,38,,8
1,6,8,30,32,35,,6
10,15,20,22,34,36,,5
12,19,23,36,37,38,,6
14,23,25,26,30,31,,3
5,12,18,33,34,37,,2
2,7,10,11,19,33,,1
3,10,18,24,29,37,,7
18,21,27,29,30,37,,4
9,12,17,18,27,33,,4
2,3,23,25,27,33,,1
5,10,17,22,35,37,,5
11,13,14,16,36,38,,5
5,14,17,20,23,30,,6
1,5,11,16,21,31,,8
3,6,16,23,25,37,,7
1,2,8,9,22,36,,5
1,12,14,17,24,27,,3
7,13,23,32,34,36,,3
2,9,17,20,35,38,,7
1,4,5,14,17,26,,8
1,6,7,10,21,27,,5
4,11,14,18,21,34,,2
4,7,19,30,24,30,,1
11,13,15,27,29,32,,3
7,11,14,16,19,34,,5
2,16,17,19,24,28,,5
7,29,31,32,35,36,,7
1,6,12,23,28,34,,2
9,12,16,18,28,29,,7
2,8,15,19,22,29,,4
5,10,14,19,21,24,,5
3,4,7,19,28,30,,8
12,13,26,30,36,38,,8
6,7,12,15,24,38,,3
1,10,12,15,30,33,,6
8,10,18,22,25,33,,7
1,8,21,24,31,33,,8
3,11,12,27,32,35,,2
2,6,28,29,32,37,,4
8,22,26,27,36,38,,8
4,5,8,18,23,29,,2
3,6,11,16,21,35,,2
5,9,11,14,22,30,,8
1,5,10,12,21,24,,8
4,6,15,20,22,38,,7
6,8,14,27,28,33,,1
3,12,24,27,32,34,,4
1,24,26,29,32,38,,7
1,7,10,14,29,30,,4
15,16,27,30,35,36,,2
15,22,24,28,29,36,,2
3,4,6,17,29,35,,7
1,10,17,22,24,26,,7
2,4,13,16,18,29,,5
3,5,10,23,29,30,,2
3,8,9,15,16,25,,5
1,5,11,14,22,36,,1
5,8,10,22,26,38,,2
3,8,22,26,27,29,,5
3,15,22,28,31,37,,8
6,10,12,19,30,32,,5
3,9,15,23,26,37,,2
1,9,19,29,32,36,,5
13,14,16,22,31,32,,3
2,3,19,31,32,35,,1
21,24,32,35,37,38,,5
1,6,14,20,32,35,,5
10,12,16,19,26,32,,5
2,5,16,24,28,37,,2
12,15,20,29,32,35,,5
3,9,12,14,22,25,,2
2,8,11,15,26,34,,6
3,4,10,14,16,31,,4
9,16,24,34,35,37,,5
2,11,15,17,30,36,,1
1,6,10,15,19,34,,7
1,4,6,12,35,37,,6
1,7,30,31,33,38,,5
7,9,10,30,33,34,,8
2,7,19,27,28,36,,7
11,13,19,20,28,29,,6
3,15,22,23,25,30,,5
13,16,22,24,29,36,,5
7,9,18,21,24,37,,6
14,16,20,23,27,30,,8
4,10,21,26,29,37,,3
5,7,11,12,24,28,,8
3,6,9,15,21,30,,5
5,6,12,27,29,33,,1
7,8,14,24,31,34,,8
8,12,16,27,33,36,,3
10,21,27,31,33,35,,7
4,7,17,32,33,37,,7
7,13,22,23,31,33,,1
6,26,34,35,36,37,,3
8,9,17,22,34,37,,8
3,9,16,30,32,37,,5
14,21,32,34,37,38,,3
19,22,23,25,29,38,,1
1,2,7,11,13,24,,3
12,15,22,24,33,37,,6
4,7,8,14,35,36,,3
4,7,11,15,24,37,,7
6,7,9,13,25,26,,4
4,15,19,21,32,38,,6
1,9,21,28,30,35,,7
1,5,8,20,23,25,,8
1,2,6,12,30,36,,3
3,19,24,33,34,36,,1
8,11,20,22,23,37,,6
2,6,13,18,22,25,,6
6,15,19,20,31,34,,2
12,14,18,27,28,34,,5
2,4,7,8,16,27,,6
5,19,20,22,23,30,,2
3,7,17,20,28,29,,5
5,8,9,18,26,34,,8
1,4,14,17,28,34,,5
2,4,9,17,35,38,,5
3,5,6,28,31,37,,6
2,8,13,20,21,29,,8
7,10,15,22,32,38,,2
2,10,21,26,31,32,,8
2,3,8,18,30,37,,7
1,5,6,7,22,26,,7
6,18,21,22,33,38,,4
12,18,19,24,25,28,,5
4,5,7,18,30,37,,1
2,4,7,16,21,38,,7
4,8,15,25,29,32,,1
1,6,23,24,25,36,,4
7,12,25,31,34,36,,5
2,14,25,27,29,38,,3
2,3,7,17,26,31,,8
6,10,16,23,24,30,,8
11,13,15,30,33,36,,3
4,10,13,14,29,30,,7
1,4,6,16,32,38,,3
5,7,22,28,31,36,,3
1,9,11,13,19,27,,5
8,11,13,16,22,24,,7
12,18,21,28,36,38,,1
3,6,10,31,35,37,,1
5,15,21,23,27,35,,7
4,12,25,30,33,35,,2
16,17,18,28,35,37,,4
3,5,28,31,32,35,,1
5,8,20,22,31,35,,7
5,7,14,15,34,38,,1
1,8,25,28,34,38,,6
4,14,21,22,26,32,,7
4,6,13,26,36,38,,8
8,10,12,21,30,33,,1
2,12,13,21,22,26,,4
6,31,32,34,35,37,,4
8,10,19,27,28,37,,3
7,8,12,18,23,31,,2
4,22,23,31,34,35,,1
3,4,23,24,26,30,,2
13,14,23,34,37,38,,7
4,9,21,23,36,37,,3
12,26,28,29,31,32,,6
8,20,26,28,36,38,,8
6,10,11,14,16,30,,1
17,19,21,24,28,37,,6
2,8,25,29,35,36,,2
13,20,25,27,28,33,,1
6,8,16,20,35,36,,8
8,12,14,17,33,37,,5
1,3,10,13,18,30,,1
10,15,23,27,29,36,,5
4,8,20,21,23,26,,5
1,5,9,13,28,37,,5
8,13,15,20,27,28,,4
11,18,22,27,28,29,,4
11,15,19,21,27,30,,4
2,12,15,22,27,28,,5
1,8,18,25,35,37,,5
6,14,24,31,35,37,,1
4,15,19,22,37,38,,5
2,8,15,16,17,30,,6
2,13,22,25,27,33,,8
5,21,25,28,32,38,,5
6,10,14,15,18,24,,7
6,22,31,32,33,38,,4
1,6,17,19,27,30,,6
9,12,13,24,25,34,,5
8,14,19,21,30,31,,2
1,4,18,26,30,36,,1
2,4,5,11,32,33,,8
16,24,25,31,32,33,,5
9,10,14,19,28,29,,8
1,2,5,8,9,29,,1
7,9,21,28,33,35,,8
1,16,22,31,33,36,,4
9,12,20,34,36,37,,3
2,9,10,19,22,32,,5
18,19,22,27,32,35,,2
7,11,14,20,31,34,,7
8,10,12,19,20,37,,1
4,5,14,18,21,33,,2
4,14,19,22,27,30,,5
3,11,24,27,29,37,,1
10,11,16,24,29,30,,1
4,14,18,19,26,34,,3
4,12,19,24,27,30,,7
4,14,21,25,28,29,,2
8,10,14,22,31,36,,4
4,10,14,30,32,33,,8
1,2,10,21,22,31,,8
1,18,25,26,37,38,,6
16,20,21,27,29,37,,3
1,3,4,10,13,37,,1
6,17,25,29,35,36,,1
5,11,15,16,23,35,,1
1,15,17,31,33,38,,2
5,10,18,26,28,33,,2
17,18,23,25,26,36,,5
14,16,25,27,29,36,,7
4,11,12,16,19,23,,6
10,12,18,31,34,37,,5
18,22,23,25,32,36,,6
3,5,10,20,26,30,,6
1,15,23,24,26,29,,5
5,14,22,23,26,32,,8
1,8,10,14,24,26,,1
5,18,19,21,31,37,,8
5,7,15,25,29,37,,8
3,14,15,20,21,28,,8
5,10,15,23,24,35,,6
8,15,18,23,31,37,,8
10,12,22,26,28,36,,8
2,8,15,27,28,36,,7
4,12,13,26,31,33,,6
15,20,22,25,33,35,,7
2,6,7,8,9,38,,8
3,19,26,30,33,35,,2
9,11,12,20,24,30,,2
11,21,25,30,34,37,,1
8,12,27,28,35,38,,6
7,9,10,24,37,38,,8
6,8,9,10,27,34,,6
2,6,8,11,26,38,,7
5,15,19,20,32,36,,3
1,6,14,17,31,34,,8
12,14,15,17,27,35,,6
5,6,13,24,32,34,,1
12,17,30,31,33,35,,4
3,5,19,22,24,32,,2
1,2,21,29,33,36,,8
1,2,7,14,19,31,,7
2,5,7,11,22,36,,6
11,20,24,27,35,38,,8
7,12,13,21,24,28,,6
5,10,11,15,36,38,,6
1,5,18,20,26,29,,5
1,4,5,13,19,37,,2
3,6,10,14,23,36,,1
2,4,9,10,11,37,,2
1,3,5,11,17,21,,2
1,6,15,23,26,34,,6
3,13,17,29,36,38,,7
16,25,30,35,36,37,,5
1,3,16,28,29,37,,2
4,8,9,21,32,33,,2
14,18,26,27,30,36,,5
4,12,24,25,33,38,,4
1,4,14,18,29,30,,8
1,4,17,24,26,27,,7
3,10,16,25,29,37,,1
1,3,4,15,16,34,,2
7,8,10,25,33,36,,3
4,5,7,23,24,30,,2
4,12,13,15,23,38,,4
5,13,31,34,35,38,,2
8,21,22,26,32,37,,4
9,11,12,21,31,36,,7
2,4,8,13,24,26,,2
3,12,16,18,21,36,,3
1,2,14,22,27,30,,1
5,8,20,22,30,34,,8
6,17,30,34,35,38,,2
10,12,17,18,27,32,,5
6,14,24,26,36,38,,3
1,8,10,19,23,24,,5
1,8,12,18,19,37,,5
1,7,20,22,25,32,,8
2,6,11,12,15,28,,2
5,12,20,23,32,37,,2
3,8,26,28,29,35,,3
11,21,22,24,25,26,,6
9,11,15,25,28,38,,3
2,12,14,26,34,37,,2
12,13,23,26,32,35,,4
6,8,13,16,25,33,,3
7,13,18,24,26,27,,6
3,5,10,23,30,31,,4
10,15,16,22,30,35,,5
5,6,13,17,23,38,,8
1,6,12,15,25,37,,2
4,7,11,25,30,38,,4
19,21,22,25,31,33,,1
2,23,25,32,34,37,,6
3,15,21,24,33,35,,2
6,10,11,13,19,28,,1
9,24,26,27,37,38,,6
4,7,8,25,31,35,,8
5,8,13,17,21,38,,5
3,5,11,19,26,27,,2
3,8,10,17,27,37,,8
7,24,25,26,27,29,,7
7,23,29,31,36,37,,8
7,11,12,14,22,27,,3
3,4,15,27,32,36,,5
1,12,17,27,29,31,,6
1,2,7,24,31,38,,8
13,16,28,33,35,37,,8
2,3,11,16,18,29,,4
4,7,23,26,30,36,,7
3,9,11,16,23,24,,4
17,18,28,30,36,38,,4
6,8,9,14,22,24,,3
6,16,18,20,24,38,,7
6,13,25,27,29,33,,1
15,19,23,27,28,33,,2
3,7,20,21,24,33,,8
13,17,18,22,29,31,,3
2,17,23,27,30,34,,1
12,15,24,31,36,37,,6
3,4,5,15,16,33,,6
7,24,25,28,31,34,,3
15,22,25,26,32,34,,4
9,19,21,23,27,37,,8
9,11,24,27,34,35,,4
1,2,5,11,25,33,,4
3,5,13,16,24,26,,3
5,12,13,22,27,30,,8
2,6,14,16,23,31,,3
20,22,30,32,36,37,,1
7,9,10,16,19,22,,8
4,19,23,31,33,35,,2
9,10,24,31,35,36,,7
4,17,25,27,32,37,,1
4,8,16,24,26,33,,6
2,9,19,20,31,32,,7
3,10,11,18,19,33,,5
3,14,21,25,28,36,,3
1,11,12,20,24,37,,8
6,7,13,26,28,33,,5
1,2,13,15,29,33,,3
2,9,15,20,22,23,,5
3,5,27,28,35,37,,5
1,5,9,15,19,22,,5
3,4,5,7,19,38,,4
4,13,20,27,33,38,,1
7,8,17,19,20,30,,2
13,19,20,23,32,34,,4
11,12,26,30,32,34,,8
2,6,7,9,16,25,,1
6,8,13,15,17,29,,5
1,6,11,14,20,38,,5
13,17,23,27,29,34,,5
5,11,12,26,30,37,,5
3,13,22,26,31,37,,6
11,13,18,26,28,29,,7
5,14,28,34,35,38,,6
19,27,33,34,35,36,,4
9,11,13,17,27,34,,6
1,16,17,29,30,32,,7
6,15,18,22,34,35,,3
20,23,24,25,29,32,,8
3,9,23,26,30,36,,5
3,19,20,26,32,34,,8
7,13,22,32,34,37,,7
1,4,8,11,19,23,,3
1,16,20,25,30,33,,1
3,7,9,20,28,32,,5
8,20,23,27,36,37,,4
4,12,19,23,30,33,,5
10,15,18,28,29,33,,5
1,9,15,17,18,38,,6
3,11,12,22,24,27,,6
10,11,14,24,34,38,,3
6,16,21,32,35,38,,7
3,6,7,13,17,28,,3
7,9,19,26,28,31,,8
9,10,19,25,27,32,,5
3,8,16,24,31,38,,6
4,8,14,16,27,34,,2
2,7,11,25,26,28,,4
2,8,14,16,29,37,,6
3,6,26,29,33,36,,5
2,15,21,23,31,36,,1
15,22,28,29,30,38,,7
4,8,12,17,21,35,,8
13,15,16,23,27,30,,2
7,8,10,21,27,34,,4
1,6,8,15,24,37,,7
9,15,17,18,22,28,,6
2,9,14,16,18,19,,6
4,14,20,30,37,38,,4
1,12,15,19,22,32,,5
9,11,21,27,28,38,,4
1,10,16,23,30,32,,2
3,11,14,15,35,38,,2
3,5,12,24,25,28,,6
3,12,17,27,28,38,,4
11,16,17,33,34,38,,8
6,13,14,24,29,38,,8
10,12,24,27,35,38,,6
3,10,14,21,23,36,,3
2,9,11,19,31,35,,4
2,6,7,9,21,32,,4
5,8,12,15,31,33,,5
14,18,19,26,27,29,,6
6,16,22,23,31,34,,8
1,21,29,31,33,34,,2
2,5,11,17,23,27,,2
5,10,14,31,34,38,,2
7,25,27,31,36,37,,7
1,9,14,26,30,37,,6
13,20,22,23,29,38,,8
5,6,14,26,31,38,,6
3,6,8,17,21,37,,1
1,18,22,26,35,38,,2
6,14,17,18,32,38,,2
1,2,12,16,21,35,,3
1,22,31,33,35,37,,3
5,8,14,28,30,38,,5
1,8,17,22,24,26,,6
12,16,23,26,29,33,,7
1,13,30,31,33,37,,8
7,8,23,29,32,34,,5
10,14,18,21,29,37,,5
4,7,21,25,35,37,,4
10,18,21,27,31,33,,3
9,11,13,23,33,36,,3
3,4,6,17,29,37,,7
7,8,12,15,18,31,,6
14,15,19,24,25,37,,6
5,10,11,20,22,36,,6
2,6,13,20,28,37,,2
2,7,26,27,32,36,,2
5,7,14,19,33,34,,3
7,11,20,29,34,38,,4
2,5,6,10,33,36,,3
1,6,10,20,23,35,,6
4,13,19,23,24,29,,5
1,5,6,8,14,27,,4
5,11,12,26,31,33,,7
10,15,20,24,27,34,,8
4,5,14,21,26,36,,5
9,19,22,29,30,34,,4
1,4,5,15,27,29,,4
5,6,13,15,17,30,,7
7,8,28,29,37,38,,1
10,14,23,28,32,36,,2
1,7,10,15,16,28,,2
13,18,26,30,32,36,,3
5,12,18,27,34,38,,5
13,23,30,32,33,35,,8
1,8,16,18,22,30,,6
5,11,15,20,26,31,,4
2,4,9,13,33,36,,6
6,9,12,23,28,34,,5
9,10,16,29,32,38,,6
7,11,22,24,31,36,,3
8,11,15,17,21,31,,7
